Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave,Year,Month
4/13/2020,Galápagos,-0.9244,-90.8821,29.09,7.978,2,120,FALSE,2020,4
4/20/2020,Caribbean Sea,15.0598,-75.0305,28.30,8.055,3,110,FALSE,2020,4
4/26/2020,Great Barrier Reef,-18.2547,147.6932,29.13,7.993,0,107,FALSE,2020,4
5/3/2020,Caribbean Sea,15.0361,-75.0186,31.09,7.978,0,97,TRUE,2020,5
5/9/2020,Hawaiian Islands,19.9434,-155.6537,25.86,8.027,1,165,FALSE,2020,5
5/16/2020,Great Barrier Reef,-18.3147,147.8271,27.65,8.076,1,151,FALSE,2020,5
5/22/2020,South China Sea,10.1003,115.1031,30.31,8.065,1,110,TRUE,2020,5
5/29/2020,Caribbean Sea,15.0389,-75.0276,27.27,8.074,2,129,FALSE,2020,5
6/5/2020,Caribbean Sea,14.9773,-74.9652,29.93,8.026,3,127,FALSE,2020,6
6/11/2020,Caribbean Sea,14.9429,-75.0097,27.42,7.978,2,129,FALSE,2020,6
6/18/2020,Great Barrier Reef,-18.2932,147.7749,29.45,7.980,2,138,FALSE,2020,6
6/24/2020,Red Sea,20.0611,38.5291,28.16,8.009,1,117,FALSE,2020,6
7/1/2020,Red Sea,20.0544,38.5942,30.81,7.979,2,80,TRUE,2020,7
7/8/2020,South China Sea,10.0070,114.9116,28.98,8.033,0,108,FALSE,2020,7
7/14/2020,South China Sea,9.9203,115.0257,27.70,8.007,2,84,FALSE,2020,7
7/21/2020,Caribbean Sea,14.9986,-74.9114,30.99,7.977,3,86,TRUE,2020,7
7/27/2020,South China Sea,10.0234,114.9501,28.95,8.079,1,133,FALSE,2020,7
8/3/2020,Caribbean Sea,14.9950,-75.0102,27.18,8.035,0,129,FALSE,2020,8
8/9/2020,Maldives,3.2212,73.2664,27.30,8.149,2,127,FALSE,2020,8
8/16/2020,Red Sea,19.9989,38.4626,24.86,8.167,2,167,FALSE,2020,8
8/23/2020,South China Sea,9.9859,115.0033,29.27,7.956,1,104,FALSE,2020,8
8/29/2020,Maldives,3.2425,73.1580,28.94,7.973,1,122,FALSE,2020,8
9/5/2020,Red Sea,19.9982,38.4192,30.25,7.978,3,90,TRUE,2020,9
9/11/2020,Red Sea,20.0100,38.5574,26.98,8.084,3,141,FALSE,2020,9
9/18/2020,Caribbean Sea,15.0347,-74.9912,27.95,8.020,3,126,FALSE,2020,9
9/25/2020,South China Sea,9.9464,114.8539,29.15,8.082,1,78,FALSE,2020,9
10/1/2020,South China Sea,9.9495,115.0310,31.59,7.989,3,78,TRUE,2020,10
10/8/2020,Galápagos,-0.9629,-90.8969,27.53,8.029,2,122,FALSE,2020,10
10/14/2020,Caribbean Sea,14.9523,-74.9939,30.94,8.017,0,91,TRUE,2020,10
10/21/2020,Hawaiian Islands,19.8822,-155.6610,29.82,8.020,1,104,FALSE,2020,10
10/28/2020,Great Barrier Reef,-18.1274,147.7141,27.37,8.051,0,148,FALSE,2020,10
11/3/2020,Caribbean Sea,15.0057,-75.0719,29.88,7.989,1,134,FALSE,2020,11
11/10/2020,Red Sea,20.0540,38.4776,30.42,8.015,2,113,TRUE,2020,11
11/16/2020,Maldives,3.2270,73.1784,27.53,8.121,1,124,FALSE,2020,11
11/23/2020,Hawaiian Islands,19.8766,-155.6306,29.14,8.140,3,97,FALSE,2020,11
11/29/2020,Caribbean Sea,15.0012,-74.9294,28.38,8.075,0,105,FALSE,2020,11
12/6/2020,Great Barrier Reef,-18.2657,147.6898,29.98,8.080,3,144,FALSE,2020,12
12/13/2020,Hawaiian Islands,19.9258,-155.5665,28.79,8.027,2,122,FALSE,2020,12
12/19/2020,South China Sea,9.9852,115.0084,30.48,7.960,2,117,TRUE,2020,12
12/26/2020,Galápagos,-0.8879,-90.9715,25.32,8.083,0,171,FALSE,2020,12
1/1/2021,Red Sea,19.9989,38.4500,27.74,8.107,0,135,FALSE,2021,1
1/8/2021,Caribbean Sea,14.9881,-75.0183,27.91,8.016,1,150,FALSE,2021,1
1/15/2021,Red Sea,19.9839,38.5609,30.78,8.054,3,90,TRUE,2021,1
1/21/2021,Red Sea,20.0202,38.4988,27.14,8.093,2,115,FALSE,2021,1
1/28/2021,South China Sea,10.0594,114.9768,28.80,8.058,0,113,FALSE,2021,1
2/3/2021,South China Sea,10.0293,114.9763,29.81,7.957,2,108,FALSE,2021,2
2/10/2021,Great Barrier Reef,-18.1902,147.6492,27.48,8.096,1,132,FALSE,2021,2
2/16/2021,Caribbean Sea,15.0175,-74.9755,29.45,8.086,2,116,FALSE,2021,2
2/23/2021,Hawaiian Islands,19.8847,-155.5492,31.35,7.986,3,76,TRUE,2021,2
3/2/2021,Galápagos,-0.8984,-90.9716,25.24,8.158,1,144,FALSE,2021,3
3/8/2021,Great Barrier Reef,-18.2916,147.7158,28.79,8.080,1,110,FALSE,2021,3
3/15/2021,South China Sea,10.0257,114.9870,29.61,8.059,0,94,FALSE,2021,3
3/21/2021,Galápagos,-0.8995,-90.9924,29.71,8.044,2,135,FALSE,2021,3
3/28/2021,Great Barrier Reef,-18.2983,147.6817,28.47,8.035,1,132,FALSE,2021,3
4/4/2021,Great Barrier Reef,-18.3679,147.6465,26.90,8.130,2,161,FALSE,2021,4
4/10/2021,Great Barrier Reef,-18.2923,147.6908,28.61,8.106,0,105,FALSE,2021,4
4/17/2021,Caribbean Sea,15.0119,-74.9512,29.25,8.044,0,127,FALSE,2021,4
4/23/2021,Hawaiian Islands,19.7616,-155.5489,27.52,7.978,3,137,FALSE,2021,4
4/30/2021,Maldives,3.2715,73.2138,29.93,8.102,2,125,FALSE,2021,4
5/6/2021,Maldives,3.2848,73.2578,28.61,7.968,0,115,FALSE,2021,5
5/13/2021,Maldives,3.1606,73.3292,28.24,8.061,0,130,FALSE,2021,5
5/20/2021,Maldives,3.2050,73.3055,27.57,8.078,3,118,FALSE,2021,5
5/26/2021,Maldives,3.1368,73.1901,28.44,8.030,1,110,FALSE,2021,5
6/2/2021,Caribbean Sea,14.9297,-75.0042,26.24,8.133,0,143,FALSE,2021,6
6/8/2021,South China Sea,9.9271,114.9845,27.37,8.089,0,151,FALSE,2021,6
6/15/2021,Maldives,3.1090,73.2265,28.26,8.088,1,125,FALSE,2021,6
6/22/2021,Red Sea,19.9624,38.4840,27.31,8.128,0,132,FALSE,2021,6
6/28/2021,Galápagos,-0.8587,-90.9686,27.44,7.996,1,103,FALSE,2021,6
7/5/2021,Great Barrier Reef,-18.3663,147.7126,29.26,7.956,1,125,FALSE,2021,7
7/11/2021,Maldives,3.1786,73.2280,30.92,8.046,0,91,TRUE,2021,7
7/18/2021,Galápagos,-0.9984,-91.0732,27.42,8.061,0,115,FALSE,2021,7
7/25/2021,Great Barrier Reef,-18.2937,147.7030,28.16,8.024,2,125,FALSE,2021,7
7/31/2021,Hawaiian Islands,19.9189,-155.6373,30.62,8.003,1,99,TRUE,2021,7
8/7/2021,Maldives,3.2382,73.2324,29.93,8.036,2,96,FALSE,2021,8
8/13/2021,Galápagos,-0.9357,-91.0228,28.66,8.045,1,115,FALSE,2021,8
8/20/2021,Hawaiian Islands,19.8904,-155.6769,27.68,8.071,3,130,FALSE,2021,8
8/26/2021,Great Barrier Reef,-18.3385,147.7625,27.20,8.124,0,139,FALSE,2021,8
9/2/2021,Red Sea,19.9677,38.5888,26.71,8.132,3,152,FALSE,2021,9
9/9/2021,South China Sea,9.9665,115.0696,28.12,8.072,2,127,FALSE,2021,9
9/15/2021,Red Sea,19.9933,38.5405,29.69,7.939,0,127,FALSE,2021,9
9/22/2021,Hawaiian Islands,19.8137,-155.5312,30.19,7.962,1,96,TRUE,2021,9
9/28/2021,Galápagos,-1.0091,-90.9763,28.04,8.098,0,144,FALSE,2021,9
10/5/2021,South China Sea,10.0698,114.9719,28.19,7.972,2,111,FALSE,2021,10
10/12/2021,Galápagos,-0.9056,-90.8848,26.65,8.057,2,138,FALSE,2021,10
10/18/2021,Great Barrier Reef,-18.2731,147.6587,29.14,8.014,1,113,FALSE,2021,10
10/25/2021,Great Barrier Reef,-18.2598,147.6995,27.85,8.058,2,125,FALSE,2021,10
10/31/2021,South China Sea,9.9815,114.9871,30.90,8.030,2,91,TRUE,2021,10
11/7/2021,Red Sea,20.0348,38.4833,30.26,8.033,1,100,TRUE,2021,11
11/13/2021,Maldives,3.2252,73.1422,26.81,8.024,0,139,FALSE,2021,11
11/20/2021,Red Sea,20.0866,38.6116,29.46,8.056,2,83,FALSE,2021,11
11/27/2021,Great Barrier Reef,-18.3142,147.6598,27.57,8.060,3,122,FALSE,2021,11
12/3/2021,South China Sea,9.9010,115.0374,26.89,8.094,3,167,FALSE,2021,12
12/10/2021,Hawaiian Islands,19.8508,-155.7093,28.07,8.114,2,153,FALSE,2021,12
12/16/2021,Red Sea,19.9385,38.5248,27.80,8.059,0,166,FALSE,2021,12
12/23/2021,Red Sea,19.9249,38.5127,29.20,8.090,0,114,FALSE,2021,12
12/30/2021,South China Sea,10.0154,114.9804,28.90,8.025,1,125,FALSE,2021,12
1/5/2022,Red Sea,19.9815,38.5189,28.46,8.107,2,119,FALSE,2022,1
1/12/2022,Hawaiian Islands,19.8081,-155.5197,27.14,8.044,1,124,FALSE,2022,1
1/18/2022,South China Sea,10.0687,114.8932,33.21,8.009,1,76,TRUE,2022,1
1/25/2022,Hawaiian Islands,19.8941,-155.5685,29.28,8.067,3,120,FALSE,2022,1
1/31/2022,Hawaiian Islands,19.9013,-155.5927,28.27,8.045,0,139,FALSE,2022,1
2/7/2022,Red Sea,20.0297,38.3530,29.48,8.040,3,109,FALSE,2022,2
2/14/2022,Hawaiian Islands,19.8774,-155.5266,29.92,7.983,2,111,FALSE,2022,2
2/20/2022,South China Sea,9.9514,114.9310,27.56,8.112,1,143,FALSE,2022,2
2/27/2022,Caribbean Sea,15.0257,-74.9637,29.27,8.002,1,118,FALSE,2022,2
3/5/2022,South China Sea,10.0400,115.0377,30.28,8.050,0,107,TRUE,2022,3
3/12/2022,Caribbean Sea,15.0535,-75.0013,27.18,8.068,2,122,FALSE,2022,3
3/19/2022,Galápagos,-0.9876,-90.9728,27.31,8.058,3,103,FALSE,2022,3
3/25/2022,Galápagos,-0.9431,-90.9655,27.27,8.107,2,146,FALSE,2022,3
4/1/2022,Red Sea,19.9196,38.4619,27.35,8.026,1,143,FALSE,2022,4
4/7/2022,South China Sea,9.9903,114.9868,25.49,8.142,2,131,FALSE,2022,4
4/14/2022,Galápagos,-0.9508,-90.9517,30.54,7.944,3,54,TRUE,2022,4
4/20/2022,Hawaiian Islands,19.9060,-155.4928,30.36,8.023,2,94,TRUE,2022,4
4/27/2022,Great Barrier Reef,-18.2467,147.6505,29.21,8.061,3,128,FALSE,2022,4
5/4/2022,South China Sea,10.1380,115.0196,27.74,8.064,2,101,FALSE,2022,5
5/10/2022,Red Sea,19.9653,38.4795,27.71,8.073,3,115,FALSE,2022,5
5/17/2022,Galápagos,-0.8977,-90.9656,28.49,8.034,3,122,FALSE,2022,5
5/23/2022,Great Barrier Reef,-18.2458,147.6558,27.51,8.055,2,109,FALSE,2022,5
5/30/2022,Galápagos,-0.9948,-90.9894,29.81,8.037,0,109,FALSE,2022,5
6/6/2022,Great Barrier Reef,-18.2446,147.6923,29.09,8.033,1,118,FALSE,2022,6
6/12/2022,Galápagos,-0.9829,-91.0875,28.30,8.125,0,135,FALSE,2022,6
6/19/2022,Hawaiian Islands,19.9451,-155.5210,28.63,8.057,2,109,FALSE,2022,6
6/25/2022,South China Sea,9.9842,115.0308,30.31,8.007,2,95,TRUE,2022,6
7/2/2022,Red Sea,20.0000,38.5301,26.33,7.979,0,133,FALSE,2022,7
7/9/2022,Red Sea,19.9390,38.4746,28.28,8.032,2,144,FALSE,2022,7
7/15/2022,Maldives,3.2191,73.2357,29.43,7.974,1,126,FALSE,2022,7
7/22/2022,Great Barrier Reef,-18.2909,147.7327,26.89,8.004,0,148,FALSE,2022,7
7/28/2022,Great Barrier Reef,-18.2683,147.6541,27.20,8.132,2,115,FALSE,2022,7
8/4/2022,Red Sea,20.0821,38.4550,29.46,8.014,2,119,FALSE,2022,8
8/10/2022,Red Sea,19.9728,38.4919,28.56,7.999,0,130,FALSE,2022,8
8/17/2022,Great Barrier Reef,-18.3128,147.6878,27.01,7.952,1,132,FALSE,2022,8
8/24/2022,Galápagos,-0.8332,-90.9264,28.47,8.037,0,120,FALSE,2022,8
8/30/2022,South China Sea,10.0274,114.9410,30.17,8.052,1,114,TRUE,2022,8
9/6/2022,Galápagos,-0.9319,-90.9646,29.51,8.059,2,104,FALSE,2022,9
9/12/2022,Red Sea,19.9713,38.5051,30.82,7.942,2,74,TRUE,2022,9
9/19/2022,Hawaiian Islands,19.9050,-155.5803,28.76,8.057,0,114,FALSE,2022,9
9/26/2022,Hawaiian Islands,19.9713,-155.6628,27.26,8.070,1,107,FALSE,2022,9
10/2/2022,Hawaiian Islands,19.8880,-155.4997,28.53,8.061,1,100,FALSE,2022,10
10/9/2022,Maldives,3.1720,73.2019,28.02,8.124,1,133,FALSE,2022,10
10/15/2022,South China Sea,9.9444,115.0123,29.25,8.092,2,136,FALSE,2022,10
10/22/2022,Hawaiian Islands,19.8460,-155.6233,26.61,8.076,3,145,FALSE,2022,10
10/28/2022,Great Barrier Reef,-18.2377,147.6954,28.02,8.067,3,112,FALSE,2022,10
11/4/2022,South China Sea,10.1045,114.9196,28.78,8.146,2,117,FALSE,2022,11
11/11/2022,Hawaiian Islands,19.8873,-155.6007,28.23,8.124,0,89,FALSE,2022,11
11/17/2022,Galápagos,-0.8771,-91.0368,28.10,8.037,0,132,FALSE,2022,11
11/24/2022,Caribbean Sea,14.9201,-74.9769,31.54,7.921,1,92,TRUE,2022,11
11/30/2022,Red Sea,19.9669,38.5213,28.53,8.017,0,127,FALSE,2022,11
12/7/2022,South China Sea,10.0902,114.9905,29.58,7.964,2,94,FALSE,2022,12
12/14/2022,Caribbean Sea,15.0236,-74.9258,29.03,8.024,0,114,FALSE,2022,12
12/20/2022,Hawaiian Islands,19.8343,-155.5526,29.82,8.001,0,99,FALSE,2022,12
12/27/2022,Caribbean Sea,15.0133,-75.0218,28.40,8.157,0,117,FALSE,2022,12
1/2/2023,Caribbean Sea,14.9821,-75.0324,29.62,8.019,0,99,FALSE,2023,1
1/9/2023,Red Sea,20.0661,38.5710,27.60,7.975,0,144,FALSE,2023,1
1/15/2023,Red Sea,19.9658,38.5395,25.54,8.154,3,131,FALSE,2023,1
1/22/2023,Red Sea,20.0365,38.5007,27.07,8.058,3,144,FALSE,2023,1
1/29/2023,Red Sea,20.0053,38.5292,31.46,7.912,0,114,TRUE,2023,1
2/4/2023,Hawaiian Islands,19.9020,-155.6277,26.50,8.080,0,153,FALSE,2023,2
2/11/2023,Caribbean Sea,14.9936,-74.9244,26.32,8.093,1,122,FALSE,2023,2
2/17/2023,Caribbean Sea,15.0182,-74.9557,27.87,7.932,3,129,FALSE,2023,2
2/24/2023,Galápagos,-0.9320,-90.9454,30.35,7.959,0,111,TRUE,2023,2
3/3/2023,Caribbean Sea,15.0596,-75.0889,28.98,8.015,2,113,FALSE,2023,3
3/9/2023,Red Sea,20.0174,38.4756,27.49,8.072,2,113,FALSE,2023,3
3/16/2023,Great Barrier Reef,-18.3414,147.7332,26.78,8.118,1,144,FALSE,2023,3
3/22/2023,South China Sea,9.9137,114.9661,30.29,7.965,1,95,TRUE,2023,3
3/29/2023,Galápagos,-0.9307,-90.9264,28.12,8.028,3,145,FALSE,2023,3
4/5/2023,South China Sea,10.0869,115.0489,28.63,8.007,3,106,FALSE,2023,4
4/11/2023,Maldives,3.2289,73.2416,30.60,8.040,1,76,TRUE,2023,4
4/18/2023,South China Sea,10.0526,114.9501,27.92,8.074,0,155,FALSE,2023,4
4/24/2023,Great Barrier Reef,-18.1316,147.7295,28.23,8.082,2,136,FALSE,2023,4
5/1/2023,Red Sea,19.9840,38.5898,28.85,8.068,1,126,FALSE,2023,5
5/7/2023,Red Sea,20.0211,38.5419,27.57,8.041,0,112,FALSE,2023,5
5/14/2023,Great Barrier Reef,-18.2651,147.7381,29.19,8.120,0,113,FALSE,2023,5
5/21/2023,Hawaiian Islands,19.9302,-155.6374,27.92,8.096,2,138,FALSE,2023,5
5/27/2023,Red Sea,19.9853,38.4964,26.22,8.078,0,156,FALSE,2023,5
6/3/2023,Galápagos,-0.9250,-90.9406,28.57,8.049,1,109,FALSE,2023,6
6/9/2023,Hawaiian Islands,19.9317,-155.5618,29.24,8.009,1,80,FALSE,2023,6
6/16/2023,South China Sea,10.0549,114.9761,27.21,8.111,1,127,FALSE,2023,6
6/23/2023,Hawaiian Islands,19.9498,-155.5519,29.53,7.961,2,127,FALSE,2023,6
6/29/2023,Galápagos,-0.9407,-90.9841,28.72,7.957,0,123,FALSE,2023,6
7/6/2023,Maldives,3.1513,73.1531,26.22,8.151,2,133,FALSE,2023,7
7/12/2023,Caribbean Sea,15.0767,-75.0268,25.94,8.045,1,164,FALSE,2023,7
7/19/2023,Galápagos,-0.9616,-90.9930,28.74,8.070,1,134,FALSE,2023,7
7/25/2023,Hawaiian Islands,19.9692,-155.6008,26.51,8.069,0,143,FALSE,2023,7
8/1/2023,Caribbean Sea,14.9518,-75.0479,29.02,8.037,3,115,FALSE,2023,8
8/8/2023,Caribbean Sea,14.9621,-75.0115,27.11,8.122,2,149,FALSE,2023,8
8/14/2023,Maldives,3.1105,73.1742,26.26,8.062,1,141,FALSE,2023,8
8/21/2023,South China Sea,9.9275,114.9539,26.99,8.090,2,136,FALSE,2023,8
8/27/2023,Galápagos,-0.9899,-90.9568,27.68,8.053,1,153,FALSE,2023,8
9/3/2023,Caribbean Sea,15.0670,-75.0650,29.74,8.066,1,90,FALSE,2023,9
9/10/2023,Red Sea,20.0409,38.5769,26.82,8.038,0,152,FALSE,2023,9
9/16/2023,Hawaiian Islands,19.9104,-155.5552,29.01,8.059,1,94,FALSE,2023,9
9/23/2023,Galápagos,-0.9014,-90.9071,28.16,8.055,1,100,FALSE,2023,9
9/29/2023,Red Sea,20.0257,38.5286,28.41,8.108,3,115,FALSE,2023,9
10/6/2023,Great Barrier Reef,-18.2589,147.6482,28.46,8.042,2,123,FALSE,2023,10
10/12/2023,South China Sea,9.9815,114.9934,29.74,8.003,0,83,FALSE,2023,10
10/19/2023,Red Sea,20.0875,38.5691,26.56,8.123,0,131,FALSE,2023,10
10/26/2023,Caribbean Sea,15.0132,-74.9853,28.15,8.018,3,113,FALSE,2023,10
11/1/2023,Great Barrier Reef,-18.3329,147.6576,28.40,8.016,0,131,FALSE,2023,11
11/8/2023,Hawaiian Islands,19.9712,-155.6118,28.86,8.068,0,123,FALSE,2023,11
11/14/2023,Great Barrier Reef,-18.2833,147.7363,29.22,7.974,2,125,FALSE,2023,11
11/21/2023,Hawaiian Islands,19.9412,-155.6210,28.56,8.083,2,116,FALSE,2023,11
11/28/2023,Great Barrier Reef,-18.2335,147.8174,27.32,8.005,1,136,FALSE,2023,11
12/4/2023,Galápagos,-0.9177,-90.9771,30.68,7.939,2,108,TRUE,2023,12
12/11/2023,Maldives,3.1725,73.3067,31.49,7.952,2,81,TRUE,2023,12
12/17/2023,Caribbean Sea,15.0430,-75.0194,28.43,8.053,1,91,FALSE,2023,12
12/24/2023,Red Sea,19.9993,38.4655,27.76,8.137,2,108,FALSE,2023,12
12/31/2023,Red Sea,20.0407,38.4861,28.08,8.098,0,129,FALSE,2023,12
